,PersonId,MemberName,MemberLastName_x,MemberFirstName_x,MemberFullDisplayName_x,MemberSortName_x,MemberTitle_x,PartyName_x,PartyOrganisationId_x,ConstituencyName_x,ConstituencyId_x,MemberImgUrl_x,MemberPrefix_x,AffiliationId_x,MemberName_x,MemberLastName_y,MemberFirstName_y,MemberFullDisplayName_y,MemberSortName_y,MemberTitle_y,PartyName_y,PartyOrganisationId_y,ConstituencyName_y,ConstituencyId_y,MemberImgUrl_y,MemberPrefix_y,AddressId,MemberName_y,AddressType,RoomNumber,Address1,Townland,Ward,TownCity,Postcode,EmaiAddress,Latitude,Longitude,locTypeId,TelephoneNumber,Address3,Address2,AffiliationId_y,MemberFullDisplayName,RoleType,Role,OrganisationId,Organisation,AffiliationStart,AffiliationTitle
10,5797,"Aiken, Steve OBE",Aiken,Steve,Dr Steve Aiken,AikenSteve,MLA - South Antrim,Ulster Unionist Party,26,South Antrim,12,http://aims.niassembly.gov.uk/images/mla/5797_s.jpg,Dr,18814,"Aiken, Steve OBE",Aiken,Steve,Dr Steve Aiken OBE,AikenSteveOBE,MLA - South Antrim,Ulster Unionist Party,26,South Antrim,12,http://aims.niassembly.gov.uk/images/mla/5797_s.jpg,Dr,2836,Dr Steve Aiken OBE,NIA Office Address,Room 308,Parliament Buildings,Ballymiscaw,Stormont,Belfast,BT4 3XX,steve.aiken@co.niassembly.gov.uk,54.5990757912099980,-5.8286016110869996,1,,,,18815,Dr Steve Aiken OBE,Political Party Role,Party Member,26,Ulster Unionist Party,2022-05-05T18:39:00+00:00,Party Member
11,5797,"Aiken, Steve OBE",Aiken,Steve,Dr Steve Aiken,AikenSteve,MLA - South Antrim,Ulster Unionist Party,26,South Antrim,12,http://aims.niassembly.gov.uk/images/mla/5797_s.jpg,Dr,18814,"Aiken, Steve OBE",Aiken,Steve,Dr Steve Aiken OBE,AikenSteveOBE,MLA - South Antrim,Ulster Unionist Party,26,South Antrim,12,http://aims.niassembly.gov.uk/images/mla/5797_s.jpg,Dr,2932,Dr Steve Aiken OBE,NIA Constituency Address,,3 The Square,,,Ballyclare,BT39 9BB,steve.aiken@co.niassembly.gov.uk,54.7527197850910030,-6.0014323991760001,2,02893344966,,,19487,Dr Steve Aiken OBE,All Party Group Role,Assembly Party Group Chairperson,546,"All Party Group on Science, Technology, Engineering and Mathematics",2022-07-08T00:00:00+00:00,Assembly Party Group Chairperson
12,5797,"Aiken, Steve OBE",Aiken,Steve,Dr Steve Aiken,AikenSteve,MLA - South Antrim,Ulster Unionist Party,26,South Antrim,12,http://aims.niassembly.gov.uk/images/mla/5797_s.jpg,Dr,18814,"Aiken, Steve OBE",Aiken,Steve,Dr Steve Aiken OBE,AikenSteveOBE,MLA - South Antrim,Ulster Unionist Party,26,South Antrim,12,http://aims.niassembly.gov.uk/images/mla/5797_s.jpg,Dr,2932,Dr Steve Aiken OBE,NIA Constituency Address,,3 The Square,,,Ballyclare,BT39 9BB,steve.aiken@co.niassembly.gov.uk,54.7527197850910030,-6.0014323991760001,2,02893344966,,,19430,Dr Steve Aiken OBE,All Party Group Role,Assembly Party Group Vice-Chairperson,1667,All Party Group on Ethnic Minority Community,2022-06-29T00:00:00+00:00,Assembly Party Group Vice-Chairperson
13,5797,"Aiken, Steve OBE",Aiken,Steve,Dr Steve Aiken,AikenSteve,MLA - South Antrim,Ulster Unionist Party,26,South Antrim,12,http://aims.niassembly.gov.uk/images/mla/5797_s.jpg,Dr,18814,"Aiken, Steve OBE",Aiken,Steve,Dr Steve Aiken OBE,AikenSteveOBE,MLA - South Antrim,Ulster Unionist Party,26,South Antrim,12,http://aims.niassembly.gov.uk/images/mla/5797_s.jpg,Dr,2932,Dr Steve Aiken OBE,NIA Constituency Address,,3 The Square,,,Ballyclare,BT39 9BB,steve.aiken@co.niassembly.gov.uk,54.7527197850910030,-6.0014323991760001,2,02893344966,,,19262,Dr Steve Aiken OBE,All Party Group Role,Assembly Party Group Member,1631,All Party Group on Climate Action,2022-06-22T00:00:00+00:00,Assembly Party Group Member
14,5797,"Aiken, Steve OBE",Aiken,Steve,Dr Steve Aiken,AikenSteve,MLA - South Antrim,Ulster Unionist Party,26,South Antrim,12,http://aims.niassembly.gov.uk/images/mla/5797_s.jpg,Dr,18814,"Aiken, Steve OBE",Aiken,Steve,Dr Steve Aiken OBE,AikenSteveOBE,MLA - South Antrim,Ulster Unionist Party,26,South Antrim,12,http://aims.niassembly.gov.uk/images/mla/5797_s.jpg,Dr,2932,Dr Steve Aiken OBE,NIA Constituency Address,,3 The Square,,,Ballyclare,BT39 9BB,steve.aiken@co.niassembly.gov.uk,54.7527197850910030,-6.0014323991760001,2,02893344966,,,19064,Dr Steve Aiken OBE,Political Designation Role,Unionist,1,Northern Ireland Assembly,2022-05-13T00:00:00+00:00,Designation - Unionist
15,5797,"Aiken, Steve OBE",Aiken,Steve,Dr Steve Aiken,AikenSteve,MLA - South Antrim,Ulster Unionist Party,26,South Antrim,12,http://aims.niassembly.gov.uk/images/mla/5797_s.jpg,Dr,18814,"Aiken, Steve OBE",Aiken,Steve,Dr Steve Aiken OBE,AikenSteveOBE,MLA - South Antrim,Ulster Unionist Party,26,South Antrim,12,http://aims.niassembly.gov.uk/images/mla/5797_s.jpg,Dr,2932,Dr Steve Aiken OBE,NIA Constituency Address,,3 The Square,,,Ballyclare,BT39 9BB,steve.aiken@co.niassembly.gov.uk,54.7527197850910030,-6.0014323991760001,2,02893344966,,,18814,Dr Steve Aiken OBE,Assembly Membership Role,MLA,1,Northern Ireland Assembly,2022-05-05T18:39:00+00:00,MLA - South Antrim
16,5797,"Aiken, Steve OBE",Aiken,Steve,Dr Steve Aiken,AikenSteve,MLA - South Antrim,Ulster Unionist Party,26,South Antrim,12,http://aims.niassembly.gov.uk/images/mla/5797_s.jpg,Dr,18814,"Aiken, Steve OBE",Aiken,Steve,Dr Steve Aiken OBE,AikenSteveOBE,MLA - South Antrim,Ulster Unionist Party,26,South Antrim,12,http://aims.niassembly.gov.uk/images/mla/5797_s.jpg,Dr,2932,Dr Steve Aiken OBE,NIA Constituency Address,,3 The Square,,,Ballyclare,BT39 9BB,steve.aiken@co.niassembly.gov.uk,54.7527197850910030,-6.0014323991760001,2,02893344966,,,18815,Dr Steve Aiken OBE,Political Party Role,Party Member,26,Ulster Unionist Party,2022-05-05T18:39:00+00:00,Party Member
17,5797,"Aiken, Steve OBE",Aiken,Steve,Dr Steve Aiken,AikenSteveOBE,MLA - South Antrim,Ulster Unionist Party,26,South Antrim,12,http://aims.niassembly.gov.uk/images/mla/5797_s.jpg,Dr,18814,"Aiken, Steve OBE",Aiken,Steve,Dr Steve Aiken OBE,AikenSteveOBE,MLA - South Antrim,Ulster Unionist Party,26,South Antrim,12,http://aims.niassembly.gov.uk/images/mla/5797_s.jpg,Dr,2836,Dr Steve Aiken OBE,NIA Office Address,Room 308,Parliament Buildings,Ballymiscaw,Stormont,Belfast,BT4 3XX,steve.aiken@co.niassembly.gov.uk,54.5990757912099980,-5.8286016110869996,1,,,,19487,Dr Steve Aiken OBE,All Party Group Role,Assembly Party Group Chairperson,546,"All Party Group on Science, Technology, Engineering and Mathematics",2022-07-08T00:00:00+00:00,Assembly Party Group Chairperson
18,5797,"Aiken, Steve OBE",Aiken,Steve,Dr Steve Aiken,AikenSteveOBE,MLA - South Antrim,Ulster Unionist Party,26,South Antrim,12,http://aims.niassembly.gov.uk/images/mla/5797_s.jpg,Dr,18814,"Aiken, Steve OBE",Aiken,Steve,Dr Steve Aiken OBE,AikenSteveOBE,MLA - South Antrim,Ulster Unionist Party,26,South Antrim,12,http://aims.niassembly.gov.uk/images/mla/5797_s.jpg,Dr,2836,Dr Steve Aiken OBE,NIA Office Address,Room 308,Parliament Buildings,Ballymiscaw,Stormont,Belfast,BT4 3XX,steve.aiken@co.niassembly.gov.uk,54.5990757912099980,-5.8286016110869996,1,,,,19430,Dr Steve Aiken OBE,All Party Group Role,Assembly Party Group Vice-Chairperson,1667,All Party Group on Ethnic Minority Community,2022-06-29T00:00:00+00:00,Assembly Party Group Vice-Chairperson
19,5797,"Aiken, Steve OBE",Aiken,Steve,Dr Steve Aiken,AikenSteveOBE,MLA - South Antrim,Ulster Unionist Party,26,South Antrim,12,http://aims.niassembly.gov.uk/images/mla/5797_s.jpg,Dr,18814,"Aiken, Steve OBE",Aiken,Steve,Dr Steve Aiken OBE,AikenSteveOBE,MLA - South Antrim,Ulster Unionist Party,26,South Antrim,12,http://aims.niassembly.gov.uk/images/mla/5797_s.jpg,Dr,2836,Dr Steve Aiken OBE,NIA Office Address,Room 308,Parliament Buildings,Ballymiscaw,Stormont,Belfast,BT4 3XX,steve.aiken@co.niassembly.gov.uk,54.5990757912099980,-5.8286016110869996,1,,,,19262,Dr Steve Aiken OBE,All Party Group Role,Assembly Party Group Member,1631,All Party Group on Climate Action,2022-06-22T00:00:00+00:00,Assembly Party Group Member
20,5797,"Aiken, Steve OBE",Aiken,Steve,Dr Steve Aiken,AikenSteveOBE,MLA - South Antrim,Ulster Unionist Party,26,South Antrim,12,http://aims.niassembly.gov.uk/images/mla/5797_s.jpg,Dr,18814,"Aiken, Steve OBE",Aiken,Steve,Dr Steve Aiken OBE,AikenSteveOBE,MLA - South Antrim,Ulster Unionist Party,26,South Antrim,12,http://aims.niassembly.gov.uk/images/mla/5797_s.jpg,Dr,2836,Dr Steve Aiken OBE,NIA Office Address,Room 308,Parliament Buildings,Ballymiscaw,Stormont,Belfast,BT4 3XX,steve.aiken@co.niassembly.gov.uk,54.5990757912099980,-5.8286016110869996,1,,,,19064,Dr Steve Aiken OBE,Political Designation Role,Unionist,1,Northern Ireland Assembly,2022-05-13T00:00:00+00:00,Designation - Unionist
21,5797,"Aiken, Steve OBE",Aiken,Steve,Dr Steve Aiken,AikenSteveOBE,MLA - South Antrim,Ulster Unionist Party,26,South Antrim,12,http://aims.niassembly.gov.uk/images/mla/5797_s.jpg,Dr,18814,"Aiken, Steve OBE",Aiken,Steve,Dr Steve Aiken OBE,AikenSteveOBE,MLA - South Antrim,Ulster Unionist Party,26,South Antrim,12,http://aims.niassembly.gov.uk/images/mla/5797_s.jpg,Dr,2836,Dr Steve Aiken OBE,NIA Office Address,Room 308,Parliament Buildings,Ballymiscaw,Stormont,Belfast,BT4 3XX,steve.aiken@co.niassembly.gov.uk,54.5990757912099980,-5.8286016110869996,1,,,,18814,Dr Steve Aiken OBE,Assembly Membership Role,MLA,1,Northern Ireland Assembly,2022-05-05T18:39:00+00:00,MLA - South Antrim
22,5797,"Aiken, Steve OBE",Aiken,Steve,Dr Steve Aiken,AikenSteveOBE,MLA - South Antrim,Ulster Unionist Party,26,South Antrim,12,http://aims.niassembly.gov.uk/images/mla/5797_s.jpg,Dr,18814,"Aiken, Steve OBE",Aiken,Steve,Dr Steve Aiken OBE,AikenSteveOBE,MLA - South Antrim,Ulster Unionist Party,26,South Antrim,12,http://aims.niassembly.gov.uk/images/mla/5797_s.jpg,Dr,2836,Dr Steve Aiken OBE,NIA Office Address,Room 308,Parliament Buildings,Ballymiscaw,Stormont,Belfast,BT4 3XX,steve.aiken@co.niassembly.gov.uk,54.5990757912099980,-5.8286016110869996,1,,,,18815,Dr Steve Aiken OBE,Political Party Role,Party Member,26,Ulster Unionist Party,2022-05-05T18:39:00+00:00,Party Member
23,5797,"Aiken, Steve OBE",Aiken,Steve,Dr Steve Aiken,AikenSteveOBE,MLA - South Antrim,Ulster Unionist Party,26,South Antrim,12,http://aims.niassembly.gov.uk/images/mla/5797_s.jpg,Dr,18814,"Aiken, Steve OBE",Aiken,Steve,Dr Steve Aiken OBE,AikenSteveOBE,MLA - South Antrim,Ulster Unionist Party,26,South Antrim,12,http://aims.niassembly.gov.uk/images/mla/5797_s.jpg,Dr,2932,Dr Steve Aiken OBE,NIA Constituency Address,,3 The Square,,,Ballyclare,BT39 9BB,steve.aiken@co.niassembly.gov.uk,54.7527197850910030,-6.0014323991760001,2,02893344966,,,19487,Dr Steve Aiken OBE,All Party Group Role,Assembly Party Group Chairperson,546,"All Party Group on Science, Technology, Engineering and Mathematics",2022-07-08T00:00:00+00:00,Assembly Party Group Chairperson
24,5797,"Aiken, Steve OBE",Aiken,Steve,Dr Steve Aiken,AikenSteveOBE,MLA - South Antrim,Ulster Unionist Party,26,South Antrim,12,http://aims.niassembly.gov.uk/images/mla/5797_s.jpg,Dr,18814,"Aiken, Steve OBE",Aiken,Steve,Dr Steve Aiken OBE,AikenSteveOBE,MLA - South Antrim,Ulster Unionist Party,26,South Antrim,12,http://aims.niassembly.gov.uk/images/mla/5797_s.jpg,Dr,2932,Dr Steve Aiken OBE,NIA Constituency Address,,3 The Square,,,Ballyclare,BT39 9BB,steve.aiken@co.niassembly.gov.uk,54.7527197850910030,-6.0014323991760001,2,02893344966,,,19430,Dr Steve Aiken OBE,All Party Group Role,Assembly Party Group Vice-Chairperson,1667,All Party Group on Ethnic Minority Community,2022-06-29T00:00:00+00:00,Assembly Party Group Vice-Chairperson
25,5797,"Aiken, Steve OBE",Aiken,Steve,Dr Steve Aiken,AikenSteveOBE,MLA - South Antrim,Ulster Unionist Party,26,South Antrim,12,http://aims.niassembly.gov.uk/images/mla/5797_s.jpg,Dr,18814,"Aiken, Steve OBE",Aiken,Steve,Dr Steve Aiken OBE,AikenSteveOBE,MLA - South Antrim,Ulster Unionist Party,26,South Antrim,12,http://aims.niassembly.gov.uk/images/mla/5797_s.jpg,Dr,2932,Dr Steve Aiken OBE,NIA Constituency Address,,3 The Square,,,Ballyclare,BT39 9BB,steve.aiken@co.niassembly.gov.uk,54.7527197850910030,-6.0014323991760001,2,02893344966,,,19262,Dr Steve Aiken OBE,All Party Group Role,Assembly Party Group Member,1631,All Party Group on Climate Action,2022-06-22T00:00:00+00:00,Assembly Party Group Member
26,5797,"Aiken, Steve OBE",Aiken,Steve,Dr Steve Aiken,AikenSteveOBE,MLA - South Antrim,Ulster Unionist Party,26,South Antrim,12,http://aims.niassembly.gov.uk/images/mla/5797_s.jpg,Dr,18814,"Aiken, Steve OBE",Aiken,Steve,Dr Steve Aiken OBE,AikenSteveOBE,MLA - South Antrim,Ulster Unionist Party,26,South Antrim,12,http://aims.niassembly.gov.uk/images/mla/5797_s.jpg,Dr,2932,Dr Steve Aiken OBE,NIA Constituency Address,,3 The Square,,,Ballyclare,BT39 9BB,steve.aiken@co.niassembly.gov.uk,54.7527197850910030,-6.0014323991760001,2,02893344966,,,19064,Dr Steve Aiken OBE,Political Designation Role,Unionist,1,Northern Ireland Assembly,2022-05-13T00:00:00+00:00,Designation - Unionist
27,5797,"Aiken, Steve OBE",Aiken,Steve,Dr Steve Aiken,AikenSteveOBE,MLA - South Antrim,Ulster Unionist Party,26,South Antrim,12,http://aims.niassembly.gov.uk/images/mla/5797_s.jpg,Dr,18814,"Aiken, Steve OBE",Aiken,Steve,Dr Steve Aiken OBE,AikenSteveOBE,MLA - South Antrim,Ulster Unionist Party,26,South Antrim,12,http://aims.niassembly.gov.uk/images/mla/5797_s.jpg,Dr,2932,Dr Steve Aiken OBE,NIA Constituency Address,,3 The Square,,,Ballyclare,BT39 9BB,steve.aiken@co.niassembly.gov.uk,54.7527197850910030,-6.0014323991760001,2,02893344966,,,18814,Dr Steve Aiken OBE,Assembly Membership Role,MLA,1,Northern Ireland Assembly,2022-05-05T18:39:00+00:00,MLA - South Antrim
28,5797,"Aiken, Steve OBE",Aiken,Steve,Dr Steve Aiken,AikenSteveOBE,MLA - South Antrim,Ulster Unionist Party,26,South Antrim,12,http://aims.niassembly.gov.uk/images/mla/5797_s.jpg,Dr,18814,"Aiken, Steve OBE",Aiken,Steve,Dr Steve Aiken OBE,AikenSteveOBE,MLA - South Antrim,Ulster Unionist Party,26,South Antrim,12,http://aims.niassembly.gov.uk/images/mla/5797_s.jpg,Dr,2932,Dr Steve Aiken OBE,NIA Constituency Address,,3 The Square,,,Ballyclare,BT39 9BB,steve.aiken@co.niassembly.gov.uk,54.7527197850910030,-6.0014323991760001,2,02893344966,,,18815,Dr Steve Aiken OBE,Political Party Role,Party Member,26,Ulster Unionist Party,2022-05-05T18:39:00+00:00,Party Member
29,5797,"Aiken, Steve OBE",Aiken,Steve,Dr Steve Aiken OBE,AikenSteveOBE,MLA - South Antrim,Ulster Unionist Party,26,South Antrim,12,http://aims.niassembly.gov.uk/images/mla/5797_s.jpg,Dr,18814,"Aiken, Steve OBE",Aiken,Steve,Dr Steve Aiken OBE,AikenSteveOBE,MLA - South Antrim,Ulster Unionist Party,26,South Antrim,12,http://aims.niassembly.gov.uk/images/mla/5797_s.jpg,Dr,2836,Dr Steve Aiken OBE,NIA Office Address,Room 308,Parliament Buildings,Ballymiscaw,Stormont,Belfast,BT4 3XX,steve.aiken@co.niassembly.gov.uk,54.5990757912099980,-5.8286016110869996,1,,,,19487,Dr Steve Aiken OBE,All Party Group Role,Assembly Party Group Chairperson,546,"All Party Group on Science, Technology, Engineering and Mathematics",2022-07-08T00:00:00+00:00,Assembly Party Group Chairperson
30,5797,"Aiken, Steve OBE",Aiken,Steve,Dr Steve Aiken OBE,AikenSteveOBE,MLA - South Antrim,Ulster Unionist Party,26,South Antrim,12,http://aims.niassembly.gov.uk/images/mla/5797_s.jpg,Dr,18814,"Aiken, Steve OBE",Aiken,Steve,Dr Steve Aiken OBE,AikenSteveOBE,MLA - South Antrim,Ulster Unionist Party,26,South Antrim,12,http://aims.niassembly.gov.uk/images/mla/5797_s.jpg,Dr,2836,Dr Steve Aiken OBE,NIA Office Address,Room 308,Parliament Buildings,Ballymiscaw,Stormont,Belfast,BT4 3XX,steve.aiken@co.niassembly.gov.uk,54.5990757912099980,-5.8286016110869996,1,,,,19430,Dr Steve Aiken OBE,All Party Group Role,Assembly Party Group Vice-Chairperson,1667,All Party Group on Ethnic Minority Community,2022-06-29T00:00:00+00:00,Assembly Party Group Vice-Chairperson
31,5797,"Aiken, Steve OBE",Aiken,Steve,Dr Steve Aiken OBE,AikenSteveOBE,MLA - South Antrim,Ulster Unionist Party,26,South Antrim,12,http://aims.niassembly.gov.uk/images/mla/5797_s.jpg,Dr,18814,"Aiken, Steve OBE",Aiken,Steve,Dr Steve Aiken OBE,AikenSteveOBE,MLA - South Antrim,Ulster Unionist Party,26,South Antrim,12,http://aims.niassembly.gov.uk/images/mla/5797_s.jpg,Dr,2836,Dr Steve Aiken OBE,NIA Office Address,Room 308,Parliament Buildings,Ballymiscaw,Stormont,Belfast,BT4 3XX,steve.aiken@co.niassembly.gov.uk,54.5990757912099980,-5.8286016110869996,1,,,,19262,Dr Steve Aiken OBE,All Party Group Role,Assembly Party Group Member,1631,All Party Group on Climate Action,2022-06-22T00:00:00+00:00,Assembly Party Group Member
32,5797,"Aiken, Steve OBE",Aiken,Steve,Dr Steve Aiken OBE,AikenSteveOBE,MLA - South Antrim,Ulster Unionist Party,26,South Antrim,12,http://aims.niassembly.gov.uk/images/mla/5797_s.jpg,Dr,18814,"Aiken, Steve OBE",Aiken,Steve,Dr Steve Aiken OBE,AikenSteveOBE,MLA - South Antrim,Ulster Unionist Party,26,South Antrim,12,http://aims.niassembly.gov.uk/images/mla/5797_s.jpg,Dr,2836,Dr Steve Aiken OBE,NIA Office Address,Room 308,Parliament Buildings,Ballymiscaw,Stormont,Belfast,BT4 3XX,steve.aiken@co.niassembly.gov.uk,54.5990757912099980,-5.8286016110869996,1,,,,19064,Dr Steve Aiken OBE,Political Designation Role,Unionist,1,Northern Ireland Assembly,2022-05-13T00:00:00+00:00,Designation - Unionist
33,5797,"Aiken, Steve OBE",Aiken,Steve,Dr Steve Aiken OBE,AikenSteveOBE,MLA - South Antrim,Ulster Unionist Party,26,South Antrim,12,http://aims.niassembly.gov.uk/images/mla/5797_s.jpg,Dr,18814,"Aiken, Steve OBE",Aiken,Steve,Dr Steve Aiken OBE,AikenSteveOBE,MLA - South Antrim,Ulster Unionist Party,26,South Antrim,12,http://aims.niassembly.gov.uk/images/mla/5797_s.jpg,Dr,2836,Dr Steve Aiken OBE,NIA Office Address,Room 308,Parliament Buildings,Ballymiscaw,Stormont,Belfast,BT4 3XX,steve.aiken@co.niassembly.gov.uk,54.5990757912099980,-5.8286016110869996,1,,,,18814,Dr Steve Aiken OBE,Assembly Membership Role,MLA,1,Northern Ireland Assembly,2022-05-05T18:39:00+00:00,MLA - South Antrim
34,5797,"Aiken, Steve OBE",Aiken,Steve,Dr Steve Aiken OBE,AikenSteveOBE,MLA - South Antrim,Ulster Unionist Party,26,South Antrim,12,http://aims.niassembly.gov.uk/images/mla/5797_s.jpg,Dr,18814,"Aiken, Steve OBE",Aiken,Steve,Dr Steve Aiken OBE,AikenSteveOBE,MLA - South Antrim,Ulster Unionist Party,26,South Antrim,12,http://aims.niassembly.gov.uk/images/mla/5797_s.jpg,Dr,2836,Dr Steve Aiken OBE,NIA Office Address,Room 308,Parliament Buildings,Ballymiscaw,Stormont,Belfast,BT4 3XX,steve.aiken@co.niassembly.gov.uk,54.5990757912099980,-5.8286016110869996,1,,,,18815,Dr Steve Aiken OBE,Political Party Role,Party Member,26,Ulster Unionist Party,2022-05-05T18:39:00+00:00,Party Member
